date,asset_id,return,ticker
2005-01-03,AAPL,,AAPL
2005-01-04,AAPL,0.010270237683864814,AAPL
2005-01-05,AAPL,0.008758157766557195,AAPL
2005-01-06,AAPL,0.0007752926823942907,AAPL
2005-01-07,AAPL,0.07281162433801547,AAPL
2005-01-10,AAPL,-0.0041877888828603105,AAPL
2005-01-11,AAPL,-0.06380476908953536,AAPL
2005-01-12,AAPL,0.01394044639230585,AAPL
2005-01-13,AAPL,0.06630019779084217,AAPL
2005-01-14,AAPL,0.005730020111613721,AAPL
2005-01-18,AAPL,0.00641022589321838,AAPL
2005-01-19,AAPL,-0.010898692771810992,AAPL
2005-01-20,AAPL,0.008299500290078754,AAPL
2005-01-21,AAPL,0.0004263136842062032,AAPL
2005-01-24,AAPL,0.0038297697972751177,AAPL
2005-01-25,AAPL,0.018231053751600834,AAPL
2005-01-26,AAPL,0.002776204948377048,AAPL
2005-01-27,AAPL,0.005397830052935371,AAPL
2005-01-28,AAPL,0.018446357015374337,AAPL
2005-01-31,AAPL,0.03947058910208101,AAPL
2005-02-01,AAPL,0.008192501804316299,AAPL
2005-02-02,AAPL,0.027086160004105242,AAPL
2005-02-03,AAPL,-0.022855554891603402,AAPL
2005-02-04,AAPL,0.013237459540844432,AAPL
2005-02-07,AAPL,0.0012687555497332692,AAPL
2005-02-08,AAPL,0.024829283805939184,AAPL
2005-02-09,AAPL,-0.02670022874922462,AAPL
2005-02-10,AAPL,-0.004825898303755571,AAPL
2005-02-11,AAPL,0.036370617148255846,AAPL
2005-02-14,AAPL,0.042113238871748004,AAPL
2005-02-15,AAPL,0.0446643831816913,AAPL
2005-02-16,AAPL,0.019454800455519505,AAPL
2005-02-17,AAPL,-0.02574037762900827,AAPL
2005-02-18,AAPL,-0.011387504735882903,AAPL
2005-02-22,AAPL,-0.017509821249095836,AAPL
2005-02-23,AAPL,0.03447039226177351,AAPL
2005-02-24,AAPL,0.00793391974577684,AAPL
2005-02-25,AAPL,0.000674648697270408,AAPL
2005-02-28,AAPL,0.008203079349129228,AAPL
2005-03-01,AAPL,-0.008024944064406014,AAPL
2005-03-02,AAPL,-0.008539574892514334,AAPL
2005-03-03,AAPL,-0.05281046845529469,AAPL
2005-03-04,AAPL,0.02440805390187273,AAPL
2005-03-07,AAPL,-0.0014015530929426534,AAPL
2005-03-08,AAPL,-0.05192978211049193,AAPL
2005-03-09,AAPL,-0.029114766637482803,AAPL
2005-03-10,AAPL,0.012198629862059107,AAPL
2005-03-11,AAPL,0.011046641018028991,AAPL
2005-03-14,AAPL,0.0012417778773650134,AAPL
2005-03-15,AAPL,0.01587295165638203,AAPL
2005-03-16,AAPL,0.005371042006043769,AAPL
2005-03-17,AAPL,0.025983852961763754,AAPL
2005-03-18,AAPL,0.016805106026667405,AAPL
2005-03-21,AAPL,0.017224348559240044,AAPL
2005-03-22,AAPL,-0.019907775918187154,AAPL
2005-03-23,AAPL,-0.006537619154400209,AAPL
2005-03-24,AAPL,-0.0011752379999542262,AAPL
2005-03-28,AAPL,0.0007062158792603412,AAPL
2005-03-29,AAPL,-0.018340516172848376,AAPL
2005-03-30,AAPL,0.02514958156613445,AAPL
2005-03-31,AAPL,-0.026401400226647276,AAPL
2005-04-01,AAPL,-0.01871855984755677,AAPL
2005-04-04,AAPL,0.004891114350729309,AAPL
2005-04-05,AAPL,0.01946932799219514,AAPL
2005-04-06,AAPL,0.010503693478645548,AAPL
2005-04-07,AAPL,0.029057227576037903,AAPL
2005-04-08,AAPL,0.004132723556889539,AAPL
2005-04-11,AAPL,-0.041609665670968465,AAPL
2005-04-12,AAPL,0.017652532789572906,AAPL
2005-04-13,AAPL,-0.03797472250177458,AAPL
2005-04-14,AAPL,-0.09210516749024777,AAPL
2005-04-15,AAPL,-0.05126156632895984,AAPL
2005-04-18,AAPL,0.007638140370665791,AAPL
2005-04-19,AAPL,0.041269235284255634,AAPL
2005-04-20,AAPL,-0.04259996007507427,AAPL
2005-04-21,AAPL,0.04702948083096703,AAPL
2005-04-22,AAPL,-0.0451854305897178,AAPL
2005-04-25,AAPL,0.04168992623545997,AAPL
2005-04-26,AAPL,-0.021362596295322445,AAPL
2005-04-27,AAPL,-0.006631060910380793,AAPL
2005-04-28,AAPL,-0.011405091919356902,AAPL
2005-04-29,AAPL,0.014630845856690833,AAPL
2005-05-02,AAPL,0.010260708654085127,AAPL
2005-05-03,AAPL,-0.0060390299765098465,AAPL
2005-05-04,AAPL,0.025959790825624385,AAPL
2005-05-05,AAPL,-0.012651573095966873,AAPL
2005-05-06,AAPL,0.015267523327612498,AAPL
2005-05-09,AAPL,-0.007250702095265682,AAPL
2005-05-10,AAPL,-0.014876787078890508,AAPL
2005-05-11,AAPL,-0.022240006624362096,AAPL
2005-05-12,AAPL,-0.041561020823189576,AAPL
2005-05-13,AAPL,0.01875185784011446,AAPL
2005-05-16,AAPL,0.022432501736680655,AAPL
2005-05-17,AAPL,-0.00534502075392318,AAPL
2005-05-18,AAPL,0.013574778240254215,AAPL
2005-05-19,AAPL,0.047712405893804544,AAPL
2005-05-20,AAPL,0.0,AAPL
2005-05-23,AAPL,0.058854548816156704,AAPL
2005-05-24,AAPL,-0.001509067161143629,AAPL
2005-05-25,AAPL,0.002015330946203431,AAPL
2005-05-26,AAPL,0.024132530289179943,AAPL
2005-05-27,AAPL,-0.0044180067172452375,AAPL
2005-05-31,AAPL,-0.0197241264848933,AAPL
2005-06-01,AAPL,0.013581604450292106,AAPL
2005-06-02,AAPL,-0.00645156831850513,AAPL
2005-06-03,AAPL,-0.04495542017712695,AAPL
2005-06-06,AAPL,-0.008367961845864413,AAPL
2005-06-07,AAPL,-0.03639239958489626,AAPL
